relevant	avg_tag_in_li	depth	number_bold	number_br	number_div	number_img	number_links	number_p	number_relevants	number_row	relevants_ratio
1	0.0	1	0	0	0	0	0	0	92	1	0.52
1	1.5	5	0	0	4	0	1	0	12	6	0.28
1	0.0	2	0	9	0	0	0	0	14	1	0.3
1	0.0	1	0	0	0	0	0	0	10	8	0.56
1	1.38	5	0	0	4	0	1	0	32	8	0.54
1	1.75	5	0	0	4	0	1	0	21	4	0.48
1	1.43	5	0	0	4	0	1	0	39	7	0.51
1	0.0	1	0	0	0	0	0	0	6	1	0.6
1	1.0	2	0	7	0	0	0	0	18	6	0.44
1	2.0	2	0	0	10	0	0	0	27	5	0.47
1	0.0	1	0	0	0	0	0	0	5	5	0.5
1	0.0	1	0	10	0	0	0	0	25	9	0.54
1	1.43	5	0	0	4	0	1	0	54	7	0.59
1	0.75	2	0	3	0	0	0	0	32	4	0.68
1	0.0	2	1	6	0	0	0	0	4	1	0.12
1	2.0	2	0	0	6	0	0	0	22	3	0.69
1	0.5	2	0	2	0	0	0	0	39	4	0.67
1	1.6	5	0	0	4	0	1	0	8	5	0.17
1	1.75	5	0	0	4	0	1	0	27	4	0.51
1	1.5	5	0	0	4	0	1	0	32	6	0.46
1	1.0	2	0	0	0	0	0	0	44	6	0.56
1	1.5	5	0	0	4	0	1	0	62	6	0.57
1	0.0	1	0	0	0	0	0	0	17	4	0.42
1	4.33	4	5	5	0	0	0	0	34	6	0.49
1	2.0	2	0	0	8	0	0	0	15	4	0.68
1	0.0	2	0	11	0	0	0	0	10	1	0.25
1	0.0	1	0	0	0	0	0	0	44	5	0.63
1	0.0	1	0	0	0	0	0	0	24	11	0.73
1	1.0	2	0	0	0	0	0	0	56	7	0.54
1	1.5	5	0	0	4	0	1	0	64	6	0.6
1	0.0	1	0	0	0	0	0	0	31	11	0.56
1	0.0	1	0	0	0	0	0	0	16	11	0.64
1	2.0	2	0	0	6	0	0	0	40	3	0.53
1	0.0	1	0	0	0	0	0	0	34	1	0.48
1	0.0	2	0	9	0	0	0	0	20	1	0.29
1	0.0	1	0	0	0	0	0	0	28	10	0.41
1	1.5	5	0	0	4	0	1	0	29	6	0.5
1	4.56	4	8	8	0	0	0	0	78	9	0.5
1	0.0	2	0	10	0	0	0	0	12	1	0.17
1	0.0	1	0	0	0	0	0	0	5	3	0.29
1	0.0	1	0	0	0	0	0	0	7	3	0.54
1	0.0	1	0	0	0	0	0	0	16	4	0.8
1	4.56	4	8	8	0	0	0	0	98	9	0.49
1	1.0	2	0	0	0	0	0	0	79	7	0.56
1	1.5	5	0	0	4	0	1	0	28	6	0.54
1	2.0	2	0	0	10	0	0	0	28	5	0.57
1	0.28	3	0	0	0	0	0	0	74	53	0.61
1	2.0	2	0	0	6	0	0	0	34	3	0.63
1	1.6	5	0	0	4	0	1	0	27	5	0.36
1	0.0	2	3	35	0	0	0	0	36	1	0.11
1	2.0	2	0	0	2	0	0	0	14	1	0.82
1	3.67	4	2	2	0	0	0	0	47	3	0.47
1	1.5	5	0	0	4	0	1	0	41	6	0.59
1	0.0	1	0	0	0	0	0	0	4	1	0.5
1	2.0	2	0	0	2	0	0	0	1	1	0.2
1	2.0	2	0	0	4	0	0	0	20	2	0.69
1	1.38	5	0	0	4	0	1	0	33	8	0.49
1	2.0	2	34	34	0	0	0	0	218	34	0.42
1	0.0	1	0	0	0	0	0	0	57	1	0.48
1	0.0	2	0	12	0	0	0	0	7	1	0.13
1	4.43	4	6	6	0	0	0	0	86	7	0.46
1	1.6	5	0	0	4	0	1	0	34	5	0.43
1	0.0	1	0	0	0	0	0	0	108	1	0.46
1	0.0	1	0	0	0	0	0	0	65	1	0.5
1	0.0	1	0	0	0	0	0	0	46	5	0.52
1	0.0	1	0	0	0	0	0	0	13	4	0.62
1	2.0	2	0	0	4	0	0	0	23	2	0.57
1	0.0	1	0	0	0	0	0	0	26	1	0.4
1	0.0	1	0	0	0	0	0	0	39	10	0.45
1	0.0	1	0	0	0	0	0	0	12	5	0.75
1	2.0	2	0	0	16	0	0	0	27	8	0.57
1	4.33	4	5	5	0	0	0	0	66	6	0.51
1	1.43	5	0	0	4	0	1	0	11	7	0.22
1	1.0	2	0	0	0	0	0	0	30	7	0.49
1	0.0	1	0	0	0	0	0	0	32	5	0.49
1	0.0	1	0	0	0	0	0	0	6	3	0.5
1	2.5	5	0	0	4	0	1	0	13	2	0.46
1	1.75	5	0	0	4	0	1	0	31	4	0.62
1	0.0	1	0	0	0	0	0	0	18	5	0.45
1	2.0	2	0	0	2	0	0	0	7	1	0.41
1	0.0	1	0	0	0	0	0	0	48	10	0.45
1	0.0	1	0	11	0	0	0	0	24	10	0.48
1	4.78	4	17	17	0	0	0	0	109	18	0.52
1	2.0	2	0	0	6	0	0	0	16	3	0.67
1	0.0	1	0	0	0	0	0	0	23	10	0.56
1	0.0	2	1	1	0	0	0	0	3	1	0.17
1	0.0	2	0	10	0	0	0	0	25	1	0.35
1	0.0	1	0	0	0	0	0	0	0	1	0.0
1	1.5	5	0	0	4	0	1	0	15	6	0.21
1	4.5	4	7	7	0	0	0	0	92	8	0.4
1	0.0	2	0	22	0	0	0	0	36	1	0.22
1	1.75	5	0	0	4	0	1	0	24	4	0.56
1	1.0	2	0	0	0	0	0	0	91	7	0.46
1	1.75	5	0	0	4	0	1	0	16	4	0.29
1	0.0	1	0	0	0	0	0	0	1	4	0.09
1	2.0	2	7	7	0	0	0	0	55	7	0.5
1	0.0	1	0	0	0	0	0	0	139	1	0.44
1	2.0	2	0	0	6	0	0	0	29	3	0.69
1	0.0	1	0	0	0	0	0	0	26	6	0.53
1	1.43	5	0	0	4	0	1	0	33	7	0.43
1	2.0	2	0	0	4	0	0	0	22	2	0.63
1	0.0	2	0	5	0	0	0	0	5	1	0.15
1	0.0	1	0	0	0	0	0	0	82	1	0.54
1	1.75	5	0	0	4	0	1	0	30	4	0.48
1	2.0	2	0	0	16	0	0	0	22	8	0.69
1	0.0	1	0	0	0	0	0	0	16	1	0.22
1	1.6	5	0	0	4	0	1	0	29	5	0.54
1	2.0	2	0	0	6	0	0	0	8	3	0.57
1	0.0	1	0	0	0	0	0	0	100	1	0.47
1	1.0	2	0	0	0	0	0	0	51	5	0.47
1	1.0	2	0	0	0	0	0	0	24	5	0.62
1	4.64	4	10	10	0	0	0	0	71	11	0.5
1	0.0	1	0	0	0	0	0	0	77	1	0.47
1	4.0	4	3	3	0	0	0	0	25	4	0.3
1	2.0	5	0	0	4	0	1	0	57	3	0.43
1	1.0	2	0	0	0	0	0	0	41	7	0.53
1	0.0	1	0	0	0	0	0	0	23	6	0.61
1	2.0	2	0	0	4	0	0	0	10	2	0.71
1	0.0	1	0	0	0	0	0	0	27	5	0.54
1	0.0	1	0	0	0	0	0	0	5	12	0.24
1	2.0	2	0	0	6	0	0	0	19	3	0.53
1	0.0	1	0	0	0	0	0	0	28	1	0.44
1	0.0	2	15	117	0	0	0	0	62	1	0.09
1	1.0	2	0	0	0	0	0	0	45	5	0.54
1	4.67	4	11	11	0	0	0	0	94	12	0.47
1	0.0	1	0	0	0	0	0	0	20	4	0.51
1	0.0	2	0	6	0	0	0	0	3	1	0.16
1	0.0	1	0	0	0	0	0	0	117	1	0.45
1	2.0	2	0	0	10	0	0	0	40	5	0.62
1	0.0	1	0	0	0	0	0	0	8	2	0.47
1	0.0	1	0	0	0	0	0	0	8	5	0.5
1	1.5	5	0	0	4	0	1	0	21	6	0.53
1	0.0	1	0	0	0	0	0	0	132	1	0.49
1	0.0	1	0	0	0	0	0	0	23	5	0.53
1	4.33	4	5	5	0	0	0	0	61	6	0.45
1	1.0	2	0	0	0	0	0	0	22	7	0.46
1	0.0	2	1	1	0	0	0	0	9	1	0.2
1	1.0	2	0	0	0	0	0	0	82	9	0.49
1	0.0	1	0	0	0	0	0	0	150	1	0.51
1	0.0	2	2	25	0	0	0	0	32	1	0.2
1	1.0	2	0	0	0	0	0	0	70	7	0.5
1	0.0	1	0	0	0	0	0	0	8	7	0.42
1	0.0	2	0	10	0	0	0	0	13	1	0.32
1	2.0	2	0	0	8	0	0	0	19	4	0.76
1	0.0	1	0	0	0	0	0	0	129	1	0.54
1	0.0	1	0	0	0	0	0	0	2	4	0.18
1	2.0	2	0	0	6	0	0	0	15	3	0.75
1	1.75	5	0	0	4	0	1	0	19	4	0.53
1	2.0	2	0	0	6	0	0	0	31	3	0.65
1	1.5	5	0	0	4	0	1	0	14	6	0.29
1	0.0	1	0	0	0	0	0	0	20	1	0.56
1	1.0	2	0	0	0	0	0	0	69	5	0.46
1	1.5	5	0	0	4	0	1	0	18	6	0.58
1	1.6	5	0	0	4	0	1	0	22	5	0.42
1	0.0	1	0	0	0	0	0	0	6	4	0.43
1	0.0	1	0	0	0	0	0	0	16	9	0.76
1	0.0	1	0	0	0	0	0	0	42	5	0.57
1	2.0	2	0	0	6	0	0	0	11	3	0.5
1	2.0	2	0	0	6	0	0	0	23	3	0.66
1	0.0	1	0	0	0	0	0	0	27	10	0.45
1	1.43	5	0	0	4	0	1	0	29	7	0.53
1	1.6	5	0	0	4	0	1	0	36	5	0.47
1	1.0	2	0	0	0	0	0	0	55	5	0.51
1	1.38	5	0	0	4	0	1	0	25	8	0.46
1	0.0	1	0	0	0	0	0	0	29	6	0.54
1	0.0	1	0	0	0	0	0	0	25	3	0.71
1	1.5	5	0	0	4	0	1	0	30	6	0.55
1	1.0	2	0	0	0	0	0	0	61	7	0.57
1	1.33	5	0	0	4	0	1	0	32	9	0.54
1	0.0	2	0	6	0	0	0	0	13	1	0.18
1	0.0	1	0	0	0	0	0	0	53	1	0.38
1	0.0	1	0	0	0	0	0	0	40	1	0.49
1	2.0	2	0	0	12	0	0	0	19	6	0.73
1	2.0	2	0	0	16	0	0	0	26	8	0.63
1	0.0	1	0	0	0	0	0	0	29	5	0.49
1	1.6	5	0	0	4	0	1	0	20	5	0.44
1	1.38	5	0	0	4	0	1	0	43	8	0.5
1	4.0	5	0	0	4	0	1	0	7	1	0.41
1	0.0	1	0	0	0	0	0	0	11	1	0.21
1	0.0	1	0	0	0	0	0	0	140	1	0.52
1	1.43	5	0	0	4	0	1	0	44	7	0.42
1	0.0	1	0	0	0	0	0	0	21	6	0.84
1	0.0	2	1	21	0	0	0	0	26	1	0.15
1	0.0	1	0	0	0	0	0	0	15	3	0.56
1	0.0	1	0	0	0	0	0	0	85	1	0.45
1	1.5	5	0	0	4	0	1	0	43	6	0.51
1	0.0	1	0	0	0	0	0	0	82	16	0.49
1	0.0	1	0	0	0	0	0	0	16	7	0.67
1	2.0	2	0	0	12	0	0	0	9	6	0.41
1	0.0	1	0	0	0	0	0	0	94	1	0.53
1	0.0	1	0	0	0	0	0	0	56	1	0.55
1	0.0	1	0	0	0	0	0	0	3	7	0.19
1	4.0	4	3	3	0	0	0	0	64	4	0.41
1	1.75	5	0	0	4	0	1	0	13	4	0.39
1	2.0	2	0	0	6	0	0	0	21	3	0.48
1	4.0	4	3	3	0	0	0	0	53	4	0.42
1	0.0	1	0	0	0	0	0	0	15	13	0.38
1	0.0	1	0	0	0	0	0	0	30	5	0.57
1	0.0	1	0	0	0	0	0	0	64	1	0.62
1	2.0	2	0	0	8	0	0	0	13	4	0.62
1	2.0	5	0	0	4	0	1	0	20	3	0.39
1	2.0	5	0	0	4	0	1	0	11	3	0.37
1	0.0	1	0	0	0	0	0	0	99	1	0.5
1	2.0	2	0	0	12	0	0	0	31	6	0.45
1	0.0	1	0	0	0	0	0	0	10	6	0.45
1	0.0	1	0	0	0	0	0	0	10	2	0.53
1	0.0	1	0	0	0	0	0	0	8	8	0.57
1	0.0	2	0	9	0	0	0	0	9	1	0.2
1	2.0	2	0	0	18	0	0	0	27	9	0.53
1	4.43	4	6	6	0	0	0	0	93	7	0.49
1	0.0	1	0	0	0	0	0	0	137	1	0.55
1	0.0	1	0	0	0	0	0	0	13	5	0.52
1	0.0	1	0	0	0	0	0	0	67	1	0.47
1	0.0	1	0	0	0	0	0	0	39	5	0.63
1	0.0	2	0	7	0	0	0	0	4	1	0.14
1	0.0	1	0	0	0	0	0	0	14	5	0.54
1	0.0	1	0	0	0	0	0	0	11	5	0.55
1	0.0	1	0	0	0	0	0	0	71	5	0.51
1	1.38	5	0	0	4	0	1	0	44	8	0.61
1	2.0	2	0	0	6	0	0	0	10	3	0.77
1	0.0	1	0	0	0	0	0	0	12	16	0.43
1	1.6	5	0	0	4	0	1	0	24	5	0.38
1	2.0	2	0	0	8	0	0	0	34	4	0.59
1	0.0	2	0	0	0	0	1	0	6	1	0.55
1	2.0	2	0	0	10	0	0	0	18	5	0.5
1	2.0	2	0	0	16	0	0	0	44	8	0.67
1	2.0	2	0	0	22	0	0	0	31	11	0.66
1	0.0	1	0	0	0	0	0	0	24	3	0.71
1	1.5	5	0	0	4	0	1	0	63	6	0.58
1	0.0	2	1	2	0	0	0	0	3	1	0.17
1	0.0	1	0	0	0	0	0	0	17	5	0.44
1	2.0	2	0	0	10	0	0	0	32	5	0.59
1	0.0	1	0	0	0	0	0	0	6	7	0.3
1	0.0	1	0	0	0	0	0	0	42	11	0.45
1	2.0	2	0	0	10	0	0	0	5	5	0.26
1	2.0	2	0	0	6	0	0	0	24	3	0.63
1	1.43	5	0	0	4	0	1	0	52	7	0.53
1	1.5	5	0	0	4	0	1	0	13	6	0.27
1	2.0	2	0	0	8	0	0	0	12	4	0.8
1	0.0	2	0	10	0	0	0	0	16	1	0.21
1	1.0	2	0	0	0	0	0	0	26	4	0.54
1	1.75	5	0	0	4	0	1	0	25	4	0.57
1	1.6	5	0	0	4	0	1	0	19	5	0.43
1	4.43	4	6	6	0	0	0	0	68	7	0.47
1	4.2	4	4	4	0	0	0	0	61	5	0.39
1	2.0	2	0	0	16	0	0	0	21	8	0.54
1	1.5	5	0	0	4	0	1	0	25	6	0.56
1	0.0	1	0	0	0	0	0	0	34	5	0.59
1	1.5	5	0	0	4	0	1	0	56	6	0.56
1	0.0	1	0	0	0	0	0	0	26	3	0.74
1	2.0	2	0	0	2	0	0	0	12	1	0.67
1	1.5	5	0	0	4	0	1	0	55	6	0.5
1	0.0	1	0	0	0	0	0	0	42	1	0.49
1	0.0	1	0	0	0	0	0	0	9	3	0.39
1	1.0	2	0	0	0	0	0	0	33	5	0.54
1	2.5	5	0	0	4	0	1	0	18	2	0.42
1	2.0	2	0	0	14	0	0	0	16	7	0.62
1	1.75	5	0	0	4	0	1	0	9	4	0.38
1	0.75	2	0	3	0	0	0	0	41	4	0.55
1	0.0	1	0	0	0	0	0	0	83	1	0.51
1	1.0	2	0	0	0	0	0	0	67	7	0.51
1	4.75	4	15	15	0	0	0	0	127	16	0.49
1	0.0	1	0	0	0	0	0	0	68	1	0.45
1	1.0	2	0	0	0	0	0	0	45	6	0.5
1	2.0	2	0	0	14	0	0	0	23	7	0.7
1	1.6	5	0	0	4	0	1	0	30	5	0.47
1	2.28	4	5	10	0	0	2	0	88	18	0.54
1	0.5	2	0	2	0	0	0	0	34	4	0.62
1	1.0	2	0	0	0	0	0	0	47	8	0.51
1	1.0	2	0	0	0	0	0	0	41	5	0.53
1	0.0	1	0	0	0	0	0	0	78	14	0.46
1	0.0	1	0	0	0	0	0	0	31	15	0.69
1	0.0	6	24	101	0	0	0	0	69	1	0.15
1	0.0	1	0	0	0	0	0	0	4	4	0.4
1	0.0	1	0	0	0	0	0	0	124	1	0.51
1	0.0	2	17	66	0	0	0	0	52	1	0.13
1	2.0	2	0	0	12	0	0	0	15	6	0.71
1	4.0	4	3	3	0	0	0	0	76	4	0.5
1	1.5	5	0	0	4	0	1	0	68	6	0.49
1	1.6	5	0	0	4	0	1	0	56	5	0.49
1	0.0	1	0	0	0	0	0	0	126	1	0.46
1	0.0	1	0	0	0	0	0	0	44	1	0.47
1	2.0	2	0	0	18	0	0	0	24	9	0.59
1	0.0	2	0	1	0	0	0	0	2	1	0.11
1	4.6	4	9	9	0	0	0	0	112	10	0.45
1	2.0	2	0	0	16	0	0	0	23	8	0.52
1	0.75	2	0	3	0	0	0	0	33	4	0.55
1	1.0	2	0	0	0	0	0	0	39	5	0.42
1	0.0	2	0	11	0	0	0	0	9	1	0.15
1	0.0	1	0	0	0	0	0	0	15	4	0.41
1	0.0	1	0	0	0	0	0	0	41	5	0.62
1	0.0	1	0	0	0	0	0	0	51	1	0.46
1	0.0	1	0	0	0	0	0	0	12	8	0.52
1	2.0	2	0	0	2	0	0	0	3	1	0.6
1	4.2	4	4	4	0	0	0	0	50	5	0.51
1	1.38	5	0	0	4	0	1	0	30	8	0.57
1	2.0	2	0	0	10	0	0	0	15	5	0.68
1	0.0	1	0	0	0	0	0	0	13	1	0.48
1	0.0	1	0	0	0	0	0	0	12	3	0.5
1	4.64	4	10	10	0	0	0	0	95	11	0.47
1	0.0	1	0	0	0	0	0	0	130	1	0.47
1	2.0	2	0	0	12	0	0	0	18	6	0.86
1	2.0	2	0	0	6	0	0	0	18	3	0.49
1	2.0	2	0	0	10	0	0	0	12	5	0.48
1	2.0	2	0	0	2	0	0	0	4	1	0.8
1	2.0	2	0	0	8	0	0	0	17	4	0.52
1	2.0	2	0	0	14	0	0	0	17	7	0.65
1	4.5	4	7	7	0	0	0	0	71	8	0.49
1	0.0	1	0	0	0	0	0	0	16	10	0.48
1	1.0	2	0	0	0	0	0	0	50	5	0.45
1	0.0	2	0	5	0	0	0	0	10	1	0.3
1	0.0	1	0	0	0	0	0	0	97	5	0.49
1	1.38	5	0	0	4	0	1	0	46	8	0.59
1	1.5	5	0	0	4	0	1	0	57	6	0.46
1	1.6	5	0	0	4	0	1	0	21	5	0.51
1	0.0	2	0	0	0	0	1	0	13	1	0.3
1	0.0	1	0	0	0	0	0	0	18	6	0.46
1	2.0	2	0	0	6	0	0	0	14	3	0.88
1	0.0	2	1	0	0	0	0	0	0	1	0.0
1	0.0	2	0	12	0	0	0	0	26	1	0.35
1	1.0	2	0	0	0	0	0	0	24	6	0.65
1	0.0	1	0	0	0	0	0	0	35	5	0.61
1	2.0	5	0	0	4	0	1	0	9	3	0.45
1	2.0	2	0	0	16	0	0	0	19	8	0.58
1	2.5	5	0	0	4	0	1	0	31	2	0.54
1	2.0	2	13	13	0	0	0	0	160	13	0.46
1	0.0	2	0	6	0	0	0	0	10	1	0.31
1	1.5	5	0	0	4	0	1	0	71	6	0.56
1	2.5	5	0	0	4	0	1	0	23	2	0.51
1	4.33	4	5	5	0	0	0	0	95	6	0.48
1	2.0	2	0	0	12	0	0	0	14	6	0.67
1	0.0	1	0	0	0	0	0	0	19	10	0.54
1	0.0	2	0	11	0	0	0	0	12	1	0.17
1	0.0	1	0	0	0	0	0	0	60	5	0.65
1	1.0	2	0	0	0	0	0	0	48	7	0.58
1	2.0	2	0	0	16	0	0	0	24	8	0.56
1	0.0	1	0	0	0	0	0	0	13	9	0.65
1	2.0	2	0	0	12	0	0	0	17	6	0.74
1	1.5	5	0	0	4	0	1	0	42	6	0.55
1	4.64	4	10	10	0	0	0	0	101	11	0.47
1	2.0	2	0	0	6	0	0	0	1	3	0.11
1	4.69	4	12	12	0	0	0	0	104	13	0.49
1	0.0	2	1	1	0	0	0	0	2	1	0.17
1	1.0	2	0	0	0	0	0	0	63	7	0.47
1	4.64	4	10	10	0	0	0	0	106	11	0.54
1	0.0	2	0	3	0	0	0	0	3	1	0.18
1	1.0	2	0	8	0	0	0	0	14	7	0.34
1	2.0	5	0	0	4	0	1	0	25	3	0.5
1	0.0	1	0	0	0	0	0	0	6	2	0.55
1	0.0	1	0	0	0	0	0	0	84	1	0.48
1	0.0	1	0	0	0	0	0	0	153	1	0.6
1	2.0	5	0	0	4	0	1	0	15	3	0.48
1	0.0	1	0	0	0	0	0	0	145	1	0.55
1	1.5	5	0	0	4	0	1	0	22	6	0.51
1	4.5	4	7	7	0	0	0	0	81	8	0.47
1	1.75	5	0	0	4	0	1	0	11	4	0.52
1	2.0	2	0	0	14	0	0	0	28	7	0.68
1	4.33	4	5	5	0	0	0	0	59	6	0.47
1	0.0	1	0	0	0	0	0	0	15	5	0.56
1	2.0	2	0	0	8	0	0	0	5	4	0.36
1	0.0	1	0	0	0	0	0	0	7	7	0.47
1	0.0	2	0	7	0	0	0	0	10	1	0.32
1	1.6	5	0	0	4	0	1	0	64	5	0.52
1	4.33	4	5	5	0	0	0	0	49	6	0.45
1	2.0	2	0	0	10	0	0	0	7	5	0.32
1	0.0	1	0	0	0	0	0	0	15	1	0.38
1	0.5	2	0	2	0	0	0	0	28	4	0.7
1	0.0	2	40	126	0	0	0	0	62	1	0.08
1	1.5	5	0	0	4	0	1	0	26	6	0.48
1	4.14	4	15	0	105	0	75	0	147	105	0.45
1	1.5	5	0	0	4	0	1	0	78	6	0.55
1	0.0	1	0	0	0	0	0	0	98	1	0.51
1	2.0	2	5	5	0	0	0	0	111	5	0.45
1	1.6	5	0	0	4	0	1	0	23	5	0.59
1	0.0	1	0	0	0	0	0	0	33	5	0.57
1	0.0	1	0	0	0	0	0	0	1	3	0.1
1	0.0	1	0	0	0	0	0	0	71	1	0.55
1	0.0	1	0	0	0	0	0	0	47	6	0.62
1	2.0	2	0	0	8	0	0	0	20	4	0.48
1	0.0	1	0	0	0	0	0	0	33	6	0.5
1	0.0	1	0	0	0	0	0	0	14	9	0.58
1	2.0	2	0	0	12	0	0	0	33	6	0.52
1	0.0	2	0	11	0	0	0	0	22	1	0.34
1	1.0	2	0	0	0	0	0	0	2	2	0.4
1	0.0	2	0	4	0	0	0	0	3	1	0.2
1	4.2	4	4	4	0	0	0	0	71	5	0.45
1	0.0	1	0	0	0	0	0	0	31	6	0.49
1	0.0	1	0	0	0	0	0	0	60	1	0.41
1	2.0	2	0	0	6	0	0	0	32	3	0.65
1	2.0	2	0	0	22	0	0	0	96	11	0.51
1	2.0	2	0	0	20	0	0	0	27	10	0.53
1	1.0	2	0	0	0	0	0	0	29	4	0.53
1	0.0	2	0	2	0	0	0	0	1	1	0.07
1	4.2	4	4	4	0	0	0	0	67	5	0.36
1	1.75	5	0	0	4	0	1	0	10	4	0.45
1	0.0	1	0	0	0	0	0	0	7	2	0.54
1	0.0	2	0	9	0	0	0	0	12	1	0.19
1	2.0	2	0	0	16	0	0	0	30	8	0.53
1	1.5	5	0	0	4	0	1	0	33	6	0.46
1	0.0	1	0	0	0	0	0	0	110	1	0.51
1	4.6	4	4	5	0	0	0	0	67	5	0.46
1	1.5	5	0	0	4	0	1	0	19	6	0.59
1	1.5	5	0	0	4	0	1	0	66	6	0.48
1	2.0	2	0	0	8	0	0	0	16	4	0.7
1	0.0	1	0	0	0	0	0	0	11	3	0.79
1	2.0	2	0	0	4	0	0	0	27	2	0.59
1	2.0	2	0	0	8	0	0	0	11	4	0.58
1	0.0	1	0	0	0	0	0	0	82	5	0.51
1	0.0	2	2	5	0	0	0	0	11	1	0.3
1	2.0	2	0	0	10	0	0	0	4	5	0.2
1	0.0	1	0	6	0	0	0	0	12	5	0.3
1	0.0	2	0	11	0	0	0	0	16	1	0.35
1	0.75	2	0	3	0	0	0	0	45	4	0.58
1	0.0	1	0	0	0	0	0	0	4	7	0.27
1	2.0	2	0	0	4	0	0	0	11	2	0.79
1	1.5	5	0	0	4	0	1	0	16	6	0.33
1	2.0	2	0	0	4	0	0	0	32	2	0.58
1	1.0	2	0	0	0	0	0	0	21	4	0.58
1	2.0	2	6	6	0	0	0	0	84	6	0.53
1	0.0	2	0	7	0	0	0	0	13	1	0.32
1	1.5	5	0	0	4	0	1	0	93	6	0.56
1	2.0	2	0	0	14	0	0	0	26	7	0.68
1	0.0	1	0	0	0	0	0	0	22	1	0.31
1	0.0	1	0	0	0	0	0	0	6	8	0.29
1	0.0	1	0	0	0	0	0	0	74	1	0.47
1	4.56	4	8	8	0	0	0	0	92	9	0.46
1	0.0	1	0	0	0	0	0	0	114	1	0.46
1	1.5	5	0	0	4	0	1	0	87	6	0.51
1	4.5	4	7	7	0	0	0	0	83	8	0.54
1	0.0	1	0	0	0	0	0	0	9	6	0.45
1	4.0	4	3	3	0	0	0	0	41	4	0.47
1	0.0	2	10	219	0	0	0	0	97	1	0.14
1	2.0	2	0	0	2	0	0	0	11	1	0.65
1	2.5	5	0	0	4	0	1	0	20	2	0.61
1	4.43	4	6	6	0	0	0	0	58	7	0.45
1	4.64	4	10	10	0	0	0	0	102	11	0.52
1	4.43	4	6	6	0	0	0	0	41	7	0.42
1	0.0	2	0	6	0	0	0	0	11	1	0.32
1	0.0	1	0	0	0	0	0	0	115	1	0.48
1	0.0	1	0	11	0	0	0	0	30	10	0.55
1	0.0	1	0	0	0	0	0	0	44	6	0.59
1	1.5	5	0	0	4	0	1	0	67	6	0.62
1	0.0	1	0	0	0	0	0	0	2	3	0.22
1	4.6	4	9	9	0	0	0	0	93	10	0.48
1	0.0	1	0	0	0	0	0	0	22	5	0.59
1	2.0	2	0	0	8	0	0	0	37	4	0.66
1	2.0	2	0	0	10	0	0	0	38	5	0.56
1	4.33	4	5	5	0	0	0	0	51	6	0.52
1	1.0	2	0	0	0	0	0	0	30	5	0.53
1	1.5	5	0	0	4	0	1	0	46	6	0.54
1	2.0	2	0	0	6	0	0	0	39	3	0.58
1	2.0	2	0	0	8	0	0	0	25	4	0.56
1	1.0	2	0	0	0	0	0	0	48	5	0.43
1	0.0	1	0	0	0	0	0	0	37	10	0.52
1	0.0	1	0	6	0	0	0	0	10	5	0.4
1	0.0	1	0	0	0	0	0	0	14	2	0.54
1	0.0	2	0	12	0	0	0	0	16	1	0.35
1	4.2	4	4	4	0	0	0	0	92	5	0.4
1	1.0	2	0	0	0	0	0	0	26	7	0.41
1	2.0	2	0	0	8	0	0	0	18	4	0.69
1	1.38	5	0	0	4	0	1	0	29	8	0.55
